split,class,filepath,label_idx
train,background,data\processed\train\background\background_0042.jpg,0
train,background,data\processed\train\background\background_0131.jpg,0
train,background,data\processed\train\background\background_0270.jpg,0
train,background,data\processed\train\background\background_0271.jpg,0
train,background,data\processed\train\background\background_0227.jpg,0
train,background,data\processed\train\background\background_0009.jpg,0
train,background,data\processed\train\background\background_0134.jpg,0
train,background,data\processed\train\background\background_0099.jpg,0
train,background,data\processed\train\background\background_0275.jpg,0
train,background,data\processed\train\background\background_0156.jpg,0
train,background,data\processed\train\background\background_0266.jpg,0
train,background,data\processed\train\background\background_0151.jpg,0
train,background,data\processed\train\background\background_0157.jpg,0
train,background,data\processed\train\background\background_0222.jpg,0
train,background,data\processed\train\background\background_0148.jpg,0
train,background,data\processed\train\background\background_0210.jpg,0
train,background,data\processed\train\background\background_0031.jpg,0
train,background,data\processed\train\background\background_0288.jpg,0
train,background,data\processed\train\background\background_0299.jpg,0
train,background,data\processed\train\background\background_0066.jpg,0
train,background,data\processed\train\background\background_0177.jpg,0
train,background,data\processed\train\background\background_0267.jpg,0
train,background,data\processed\train\background\background_0209.jpg,0
train,background,data\processed\train\background\background_0085.jpg,0
train,background,data\processed\train\background\background_0051.jpg,0
train,background,data\processed\train\background\background_0138.jpg,0
train,background,data\processed\train\background\background_0091.jpg,0
train,background,data\processed\train\background\background_0241.jpg,0
train,background,data\processed\train\background\background_0088.jpg,0
train,background,data\processed\train\background\background_0161.jpg,0
train,background,data\processed\train\background\background_0096.jpg,0
train,background,data\processed\train\background\background_0215.jpg,0
train,background,data\processed\train\background\background_0212.jpg,0
train,background,data\processed\train\background\background_0195.jpg,0
train,background,data\processed\train\background\background_0077.jpg,0
train,background,data\processed\train\background\background_0146.jpg,0
train,background,data\processed\train\background\background_0033.jpg,0
train,background,data\processed\train\background\background_0021.jpg,0
train,background,data\processed\train\background\background_0070.jpg,0
train,background,data\processed\train\background\background_0060.jpg,0
train,background,data\processed\train\background\background_0084.jpg,0
train,background,data\processed\train\background\background_0124.jpg,0
train,background,data\processed\train\background\background_0226.jpg,0
train,background,data\processed\train\background\background_0191.jpg,0
train,background,data\processed\train\background\background_0154.jpg,0
train,background,data\processed\train\background\background_0280.jpg,0
train,background,data\processed\train\background\background_0204.jpg,0
train,background,data\processed\train\background\background_0104.jpg,0
train,background,data\processed\train\background\background_0219.jpg,0
train,background,data\processed\train\background\background_0260.jpg,0
train,background,data\processed\train\background\background_0122.jpg,0
train,background,data\processed\train\background\background_0010.jpg,0
train,background,data\processed\train\background\background_0121.jpg,0
train,background,data\processed\train\background\background_0072.jpg,0
train,background,data\processed\train\background\background_0281.jpg,0
train,background,data\processed\train\background\background_0030.jpg,0
train,background,data\processed\train\background\background_0007.jpg,0
train,background,data\processed\train\background\background_0061.jpg,0
train,background,data\processed\train\background\background_0078.jpg,0
train,background,data\processed\train\background\background_0178.jpg,0
train,background,data\processed\train\background\background_0223.jpg,0
train,background,data\processed\train\background\background_0004.jpg,0
train,background,data\processed\train\background\background_0296.jpg,0
train,background,data\processed\train\background\background_0082.jpg,0
train,background,data\processed\train\background\background_0254.jpg,0
train,background,data\processed\train\background\background_0249.jpg,0
train,background,data\processed\train\background\background_0244.jpg,0
train,background,data\processed\train\background\background_0095.jpg,0
train,background,data\processed\train\background\background_0170.jpg,0
train,background,data\processed\train\background\background_0050.jpg,0
train,background,data\processed\train\background\background_0255.jpg,0
train,background,data\processed\train\background\background_0076.jpg,0
train,background,data\processed\train\background\background_0027.jpg,0
train,background,data\processed\train\background\background_0129.jpg,0
train,background,data\processed\train\background\background_0045.jpg,0
train,background,data\processed\train\background\background_0128.jpg,0
train,background,data\processed\train\background\background_0247.jpg,0
train,background,data\processed\train\background\background_0000.jpg,0
train,background,data\processed\train\background\background_0238.jpg,0
train,background,data\processed\train\background\background_0168.jpg,0
train,background,data\processed\train\background\background_0286.jpg,0
train,background,data\processed\train\background\background_0075.jpg,0
train,background,data\processed\train\background\background_0230.jpg,0
train,background,data\processed\train\background\background_0087.jpg,0
train,background,data\processed\train\background\background_0201.jpg,0
train,background,data\processed\train\background\background_0184.jpg,0
train,background,data\processed\train\background\background_0029.jpg,0
train,background,data\processed\train\background\background_0002.jpg,0
train,background,data\processed\train\background\background_0141.jpg,0
train,background,data\processed\train\background\background_0064.jpg,0
train,background,data\processed\train\background\background_0262.jpg,0
train,background,data\processed\train\background\background_0285.jpg,0
train,background,data\processed\train\background\background_0166.jpg,0
train,background,data\processed\train\background\background_0274.jpg,0
train,background,data\processed\train\background\background_0098.jpg,0
train,background,data\processed\train\background\background_0200.jpg,0
train,background,data\processed\train\background\background_0152.jpg,0
train,background,data\processed\train\background\background_0108.jpg,0
train,background,data\processed\train\background\background_0257.jpg,0
train,background,data\processed\train\background\background_0160.jpg,0
train,background,data\processed\train\background\background_0039.jpg,0
train,background,data\processed\train\background\background_0028.jpg,0
train,background,data\processed\train\background\background_0298.jpg,0
train,background,data\processed\train\background\background_0023.jpg,0
train,background,data\processed\train\background\background_0126.jpg,0
train,background,data\processed\train\background\background_0130.jpg,0
train,background,data\processed\train\background\background_0187.jpg,0
train,background,data\processed\train\background\background_0211.jpg,0
train,background,data\processed\train\background\background_0092.jpg,0
train,background,data\processed\train\background\background_0202.jpg,0
train,background,data\processed\train\background\background_0182.jpg,0
train,background,data\processed\train\background\background_0109.jpg,0
train,background,data\processed\train\background\background_0149.jpg,0
train,background,data\processed\train\background\background_0188.jpg,0
train,background,data\processed\train\background\background_0137.jpg,0
train,background,data\processed\train\background\background_0143.jpg,0
train,background,data\processed\train\background\background_0259.jpg,0
train,background,data\processed\train\background\background_0035.jpg,0
train,background,data\processed\train\background\background_0067.jpg,0
train,background,data\processed\train\background\background_0036.jpg,0
train,background,data\processed\train\background\background_0117.jpg,0
train,background,data\processed\train\background\background_0164.jpg,0
train,background,data\processed\train\background\background_0282.jpg,0
train,background,data\processed\train\background\background_0127.jpg,0
train,background,data\processed\train\background\background_0167.jpg,0
train,background,data\processed\train\background\background_0199.jpg,0
train,background,data\processed\train\background\background_0203.jpg,0
train,background,data\processed\train\background\background_0264.jpg,0
train,background,data\processed\train\background\background_0145.jpg,0
train,background,data\processed\train\background\background_0054.jpg,0
train,background,data\processed\train\background\background_0289.jpg,0
train,background,data\processed\train\background\background_0278.jpg,0
train,background,data\processed\train\background\background_0102.jpg,0
train,background,data\processed\train\background\background_0080.jpg,0
train,background,data\processed\train\background\background_0008.jpg,0
train,background,data\processed\train\background\background_0248.jpg,0
train,background,data\processed\train\background\background_0014.jpg,0
train,background,data\processed\train\background\background_0198.jpg,0
train,background,data\processed\train\background\background_0196.jpg,0
train,background,data\processed\train\background\background_0083.jpg,0
val,background,data\processed\val\background\background_0175.jpg,0
val,background,data\processed\val\background\background_0056.jpg,0
val,background,data\processed\val\background\background_0272.jpg,0
val,background,data\processed\val\background\background_0263.jpg,0
val,background,data\processed\val\background\background_0163.jpg,0
val,background,data\processed\val\background\background_0069.jpg,0
val,background,data\processed\val\background\background_0240.jpg,0
val,background,data\processed\val\background\background_0118.jpg,0
val,background,data\processed\val\background\background_0234.jpg,0
val,background,data\processed\val\background\background_0062.jpg,0
val,background,data\processed\val\background\background_0186.jpg,0
val,background,data\processed\val\background\background_0136.jpg,0
val,background,data\processed\val\background\background_0043.jpg,0
val,background,data\processed\val\background\background_0237.jpg,0
val,background,data\processed\val\background\background_0155.jpg,0
val,background,data\processed\val\background\background_0018.jpg,0
val,background,data\processed\val\background\background_0165.jpg,0
val,background,data\processed\val\background\background_0273.jpg,0
val,background,data\processed\val\background\background_0179.jpg,0
val,background,data\processed\val\background\background_0068.jpg,0
val,background,data\processed\val\background\background_0171.jpg,0
val,background,data\processed\val\background\background_0053.jpg,0
val,background,data\processed\val\background\background_0090.jpg,0
val,background,data\processed\val\background\background_0094.jpg,0
val,background,data\processed\val\background\background_0041.jpg,0
val,background,data\processed\val\background\background_0093.jpg,0
val,background,data\processed\val\background\background_0213.jpg,0
val,background,data\processed\val\background\background_0162.jpg,0
val,background,data\processed\val\background\background_0116.jpg,0
val,background,data\processed\val\background\background_0294.jpg,0
val,background,data\processed\val\background\background_0097.jpg,0
val,background,data\processed\val\background\background_0025.jpg,0
val,background,data\processed\val\background\background_0221.jpg,0
val,background,data\processed\val\background\background_0059.jpg,0
val,background,data\processed\val\background\background_0218.jpg,0
val,background,data\processed\val\background\background_0020.jpg,0
val,background,data\processed\val\background\background_0074.jpg,0
val,background,data\processed\val\background\background_0197.jpg,0
val,background,data\processed\val\background\background_0058.jpg,0
val,background,data\processed\val\background\background_0169.jpg,0
val,background,data\processed\val\background\background_0011.jpg,0
val,background,data\processed\val\background\background_0017.jpg,0
val,background,data\processed\val\background\background_0180.jpg,0
val,background,data\processed\val\background\background_0265.jpg,0
val,background,data\processed\val\background\background_0147.jpg,0
test,background,data\processed\test\background\background_0185.jpg,0
test,background,data\processed\test\background\background_0150.jpg,0
test,background,data\processed\test\background\background_0040.jpg,0
test,background,data\processed\test\background\background_0193.jpg,0
test,background,data\processed\test\background\background_0063.jpg,0
test,background,data\processed\test\background\background_0235.jpg,0
test,background,data\processed\test\background\background_0022.jpg,0
test,background,data\processed\test\background\background_0135.jpg,0
test,background,data\processed\test\background\background_0176.jpg,0
test,background,data\processed\test\background\background_0183.jpg,0
test,background,data\processed\test\background\background_0049.jpg,0
test,background,data\processed\test\background\background_0194.jpg,0
test,background,data\processed\test\background\background_0287.jpg,0
test,background,data\processed\test\background\background_0293.jpg,0
test,background,data\processed\test\background\background_0172.jpg,0
test,background,data\processed\test\background\background_0110.jpg,0
test,background,data\processed\test\background\background_0079.jpg,0
test,background,data\processed\test\background\background_0277.jpg,0
test,background,data\processed\test\background\background_0174.jpg,0
test,background,data\processed\test\background\background_0290.jpg,0
test,background,data\processed\test\background\background_0081.jpg,0
test,background,data\processed\test\background\background_0003.jpg,0
test,background,data\processed\test\background\background_0142.jpg,0
test,background,data\processed\test\background\background_0229.jpg,0
test,background,data\processed\test\background\background_0112.jpg,0
test,background,data\processed\test\background\background_0214.jpg,0
test,background,data\processed\test\background\background_0292.jpg,0
test,background,data\processed\test\background\background_0101.jpg,0
test,background,data\processed\test\background\background_0013.jpg,0
test,background,data\processed\test\background\background_0258.jpg,0
test,background,data\processed\test\background\background_0119.jpg,0
test,background,data\processed\test\background\background_0111.jpg,0
test,background,data\processed\test\background\background_0047.jpg,0
test,background,data\processed\test\background\background_0015.jpg,0
test,background,data\processed\test\background\background_0016.jpg,0
test,background,data\processed\test\background\background_0216.jpg,0
test,background,data\processed\test\background\background_0044.jpg,0
test,background,data\processed\test\background\background_0279.jpg,0
test,background,data\processed\test\background\background_0052.jpg,0
test,background,data\processed\test\background\background_0071.jpg,0
test,background,data\processed\test\background\background_0114.jpg,0
test,background,data\processed\test\background\background_0125.jpg,0
test,background,data\processed\test\background\background_0140.jpg,0
test,background,data\processed\test\background\background_0012.jpg,0
test,background,data\processed\test\background\background_0057.jpg,0
train,crack,data\processed\train\crack\crack_0106.jpg,1
train,crack,data\processed\train\crack\crack_0239.jpg,1
train,crack,data\processed\train\crack\crack_0037.jpg,1
train,crack,data\processed\train\crack\crack_0089.jpg,1
train,crack,data\processed\train\crack\crack_0032.jpg,1
train,crack,data\processed\train\crack\crack_0250.jpg,1
train,crack,data\processed\train\crack\crack_0192.jpg,1
train,crack,data\processed\train\crack\crack_0120.jpg,1
train,crack,data\processed\train\crack\crack_0019.jpg,1
train,crack,data\processed\train\crack\crack_0225.jpg,1
train,crack,data\processed\train\crack\crack_0024.jpg,1
train,crack,data\processed\train\crack\crack_0295.jpg,1
train,crack,data\processed\train\crack\crack_0103.jpg,1
train,crack,data\processed\train\crack\crack_0220.jpg,1
train,crack,data\processed\train\crack\crack_0205.jpg,1
train,crack,data\processed\train\crack\crack_0297.jpg,1
train,crack,data\processed\train\crack\crack_0291.jpg,1
train,crack,data\processed\train\crack\crack_0038.jpg,1
train,crack,data\processed\train\crack\crack_0158.jpg,1
train,crack,data\processed\train\crack\crack_0173.jpg,1
train,crack,data\processed\train\crack\crack_0245.jpg,1
train,crack,data\processed\train\crack\crack_0001.jpg,1
train,crack,data\processed\train\crack\crack_0224.jpg,1
train,crack,data\processed\train\crack\crack_0251.jpg,1
train,crack,data\processed\train\crack\crack_0144.jpg,1
train,crack,data\processed\train\crack\crack_0133.jpg,1
train,crack,data\processed\train\crack\crack_0246.jpg,1
train,crack,data\processed\train\crack\crack_0206.jpg,1
train,crack,data\processed\train\crack\crack_0086.jpg,1
train,crack,data\processed\train\crack\crack_0005.jpg,1
train,crack,data\processed\train\crack\crack_0283.jpg,1
train,crack,data\processed\train\crack\crack_0123.jpg,1
train,crack,data\processed\train\crack\crack_0190.jpg,1
train,crack,data\processed\train\crack\crack_0034.jpg,1
train,crack,data\processed\train\crack\crack_0231.jpg,1
train,crack,data\processed\train\crack\crack_0181.jpg,1
train,crack,data\processed\train\crack\crack_0252.jpg,1
train,crack,data\processed\train\crack\crack_0107.jpg,1
train,crack,data\processed\train\crack\crack_0115.jpg,1
train,crack,data\processed\train\crack\crack_0048.jpg,1
train,crack,data\processed\train\crack\crack_0253.jpg,1
train,crack,data\processed\train\crack\crack_0242.jpg,1
train,crack,data\processed\train\crack\crack_0276.jpg,1
train,crack,data\processed\train\crack\crack_0073.jpg,1
train,crack,data\processed\train\crack\crack_0268.jpg,1
train,crack,data\processed\train\crack\crack_0100.jpg,1
train,crack,data\processed\train\crack\crack_0261.jpg,1
train,crack,data\processed\train\crack\crack_0159.jpg,1
train,crack,data\processed\train\crack\crack_0208.jpg,1
train,crack,data\processed\train\crack\crack_0055.jpg,1
train,crack,data\processed\train\crack\crack_0006.jpg,1
train,crack,data\processed\train\crack\crack_0269.jpg,1
train,crack,data\processed\train\crack\crack_0026.jpg,1
train,crack,data\processed\train\crack\crack_0233.jpg,1
train,crack,data\processed\train\crack\crack_0113.jpg,1
train,crack,data\processed\train\crack\crack_0139.jpg,1
train,crack,data\processed\train\crack\crack_0153.jpg,1
train,crack,data\processed\train\crack\crack_0105.jpg,1
train,crack,data\processed\train\crack\crack_0284.jpg,1
train,crack,data\processed\train\crack\crack_0189.jpg,1
train,crack,data\processed\train\crack\crack_0232.jpg,1
train,crack,data\processed\train\crack\crack_0243.jpg,1
train,crack,data\processed\train\crack\crack_0046.jpg,1
train,crack,data\processed\train\crack\crack_0256.jpg,1
train,crack,data\processed\train\crack\crack_0228.jpg,1
train,crack,data\processed\train\crack\crack_0217.jpg,1
train,crack,data\processed\train\crack\crack_0236.jpg,1
train,crack,data\processed\train\crack\crack_0132.jpg,1
train,crack,data\processed\train\crack\crack_0065.jpg,1
train,crack,data\processed\train\crack\crack_0207.jpg,1
train,crack,data\processed\train\crack\crack_0042.jpg,1
train,crack,data\processed\train\crack\crack_0131.jpg,1
train,crack,data\processed\train\crack\crack_0270.jpg,1
train,crack,data\processed\train\crack\crack_0271.jpg,1
train,crack,data\processed\train\crack\crack_0227.jpg,1
train,crack,data\processed\train\crack\crack_0009.jpg,1
train,crack,data\processed\train\crack\crack_0134.jpg,1
train,crack,data\processed\train\crack\crack_0099.jpg,1
train,crack,data\processed\train\crack\crack_0275.jpg,1
train,crack,data\processed\train\crack\crack_0156.jpg,1
train,crack,data\processed\train\crack\crack_0266.jpg,1
train,crack,data\processed\train\crack\crack_0151.jpg,1
train,crack,data\processed\train\crack\crack_0157.jpg,1
train,crack,data\processed\train\crack\crack_0222.jpg,1
train,crack,data\processed\train\crack\crack_0148.jpg,1
train,crack,data\processed\train\crack\crack_0210.jpg,1
train,crack,data\processed\train\crack\crack_0031.jpg,1
train,crack,data\processed\train\crack\crack_0288.jpg,1
train,crack,data\processed\train\crack\crack_0299.jpg,1
train,crack,data\processed\train\crack\crack_0066.jpg,1
train,crack,data\processed\train\crack\crack_0177.jpg,1
train,crack,data\processed\train\crack\crack_0267.jpg,1
train,crack,data\processed\train\crack\crack_0209.jpg,1
train,crack,data\processed\train\crack\crack_0085.jpg,1
train,crack,data\processed\train\crack\crack_0051.jpg,1
train,crack,data\processed\train\crack\crack_0138.jpg,1
train,crack,data\processed\train\crack\crack_0091.jpg,1
train,crack,data\processed\train\crack\crack_0241.jpg,1
train,crack,data\processed\train\crack\crack_0088.jpg,1
train,crack,data\processed\train\crack\crack_0161.jpg,1
train,crack,data\processed\train\crack\crack_0096.jpg,1
train,crack,data\processed\train\crack\crack_0215.jpg,1
train,crack,data\processed\train\crack\crack_0212.jpg,1
train,crack,data\processed\train\crack\crack_0195.jpg,1
train,crack,data\processed\train\crack\crack_0077.jpg,1
train,crack,data\processed\train\crack\crack_0146.jpg,1
train,crack,data\processed\train\crack\crack_0033.jpg,1
train,crack,data\processed\train\crack\crack_0021.jpg,1
train,crack,data\processed\train\crack\crack_0070.jpg,1
train,crack,data\processed\train\crack\crack_0060.jpg,1
train,crack,data\processed\train\crack\crack_0084.jpg,1
train,crack,data\processed\train\crack\crack_0124.jpg,1
train,crack,data\processed\train\crack\crack_0226.jpg,1
train,crack,data\processed\train\crack\crack_0191.jpg,1
train,crack,data\processed\train\crack\crack_0154.jpg,1
train,crack,data\processed\train\crack\crack_0280.jpg,1
train,crack,data\processed\train\crack\crack_0204.jpg,1
train,crack,data\processed\train\crack\crack_0104.jpg,1
train,crack,data\processed\train\crack\crack_0219.jpg,1
train,crack,data\processed\train\crack\crack_0260.jpg,1
train,crack,data\processed\train\crack\crack_0122.jpg,1
train,crack,data\processed\train\crack\crack_0010.jpg,1
train,crack,data\processed\train\crack\crack_0121.jpg,1
train,crack,data\processed\train\crack\crack_0072.jpg,1
train,crack,data\processed\train\crack\crack_0281.jpg,1
train,crack,data\processed\train\crack\crack_0030.jpg,1
train,crack,data\processed\train\crack\crack_0007.jpg,1
train,crack,data\processed\train\crack\crack_0061.jpg,1
train,crack,data\processed\train\crack\crack_0078.jpg,1
train,crack,data\processed\train\crack\crack_0178.jpg,1
train,crack,data\processed\train\crack\crack_0223.jpg,1
train,crack,data\processed\train\crack\crack_0004.jpg,1
train,crack,data\processed\train\crack\crack_0296.jpg,1
train,crack,data\processed\train\crack\crack_0082.jpg,1
train,crack,data\processed\train\crack\crack_0254.jpg,1
train,crack,data\processed\train\crack\crack_0249.jpg,1
train,crack,data\processed\train\crack\crack_0244.jpg,1
train,crack,data\processed\train\crack\crack_0095.jpg,1
train,crack,data\processed\train\crack\crack_0170.jpg,1
train,crack,data\processed\train\crack\crack_0050.jpg,1
train,crack,data\processed\train\crack\crack_0255.jpg,1
train,crack,data\processed\train\crack\crack_0076.jpg,1
train,crack,data\processed\train\crack\crack_0027.jpg,1
train,crack,data\processed\train\crack\crack_0129.jpg,1
train,crack,data\processed\train\crack\crack_0045.jpg,1
train,crack,data\processed\train\crack\crack_0128.jpg,1
train,crack,data\processed\train\crack\crack_0247.jpg,1
train,crack,data\processed\train\crack\crack_0000.jpg,1
train,crack,data\processed\train\crack\crack_0238.jpg,1
train,crack,data\processed\train\crack\crack_0168.jpg,1
train,crack,data\processed\train\crack\crack_0286.jpg,1
train,crack,data\processed\train\crack\crack_0075.jpg,1
train,crack,data\processed\train\crack\crack_0230.jpg,1
train,crack,data\processed\train\crack\crack_0087.jpg,1
train,crack,data\processed\train\crack\crack_0201.jpg,1
train,crack,data\processed\train\crack\crack_0184.jpg,1
train,crack,data\processed\train\crack\crack_0029.jpg,1
train,crack,data\processed\train\crack\crack_0002.jpg,1
train,crack,data\processed\train\crack\crack_0141.jpg,1
train,crack,data\processed\train\crack\crack_0064.jpg,1
train,crack,data\processed\train\crack\crack_0262.jpg,1
train,crack,data\processed\train\crack\crack_0285.jpg,1
train,crack,data\processed\train\crack\crack_0166.jpg,1
train,crack,data\processed\train\crack\crack_0274.jpg,1
train,crack,data\processed\train\crack\crack_0098.jpg,1
train,crack,data\processed\train\crack\crack_0200.jpg,1
train,crack,data\processed\train\crack\crack_0152.jpg,1
train,crack,data\processed\train\crack\crack_0108.jpg,1
train,crack,data\processed\train\crack\crack_0257.jpg,1
train,crack,data\processed\train\crack\crack_0160.jpg,1
train,crack,data\processed\train\crack\crack_0039.jpg,1
train,crack,data\processed\train\crack\crack_0028.jpg,1
train,crack,data\processed\train\crack\crack_0298.jpg,1
train,crack,data\processed\train\crack\crack_0023.jpg,1
train,crack,data\processed\train\crack\crack_0126.jpg,1
train,crack,data\processed\train\crack\crack_0130.jpg,1
train,crack,data\processed\train\crack\crack_0187.jpg,1
train,crack,data\processed\train\crack\crack_0211.jpg,1
train,crack,data\processed\train\crack\crack_0092.jpg,1
train,crack,data\processed\train\crack\crack_0202.jpg,1
train,crack,data\processed\train\crack\crack_0182.jpg,1
train,crack,data\processed\train\crack\crack_0109.jpg,1
train,crack,data\processed\train\crack\crack_0149.jpg,1
train,crack,data\processed\train\crack\crack_0188.jpg,1
train,crack,data\processed\train\crack\crack_0137.jpg,1
train,crack,data\processed\train\crack\crack_0143.jpg,1
train,crack,data\processed\train\crack\crack_0259.jpg,1
train,crack,data\processed\train\crack\crack_0035.jpg,1
train,crack,data\processed\train\crack\crack_0067.jpg,1
train,crack,data\processed\train\crack\crack_0036.jpg,1
train,crack,data\processed\train\crack\crack_0117.jpg,1
train,crack,data\processed\train\crack\crack_0164.jpg,1
train,crack,data\processed\train\crack\crack_0282.jpg,1
train,crack,data\processed\train\crack\crack_0127.jpg,1
train,crack,data\processed\train\crack\crack_0167.jpg,1
train,crack,data\processed\train\crack\crack_0199.jpg,1
train,crack,data\processed\train\crack\crack_0203.jpg,1
train,crack,data\processed\train\crack\crack_0264.jpg,1
train,crack,data\processed\train\crack\crack_0145.jpg,1
train,crack,data\processed\train\crack\crack_0054.jpg,1
train,crack,data\processed\train\crack\crack_0289.jpg,1
train,crack,data\processed\train\crack\crack_0278.jpg,1
train,crack,data\processed\train\crack\crack_0102.jpg,1
train,crack,data\processed\train\crack\crack_0080.jpg,1
train,crack,data\processed\train\crack\crack_0008.jpg,1
train,crack,data\processed\train\crack\crack_0248.jpg,1
train,crack,data\processed\train\crack\crack_0014.jpg,1
train,crack,data\processed\train\crack\crack_0198.jpg,1
train,crack,data\processed\train\crack\crack_0196.jpg,1
train,crack,data\processed\train\crack\crack_0083.jpg,1
val,crack,data\processed\val\crack\crack_0175.jpg,1
val,crack,data\processed\val\crack\crack_0056.jpg,1
val,crack,data\processed\val\crack\crack_0272.jpg,1
val,crack,data\processed\val\crack\crack_0263.jpg,1
val,crack,data\processed\val\crack\crack_0163.jpg,1
val,crack,data\processed\val\crack\crack_0069.jpg,1
val,crack,data\processed\val\crack\crack_0240.jpg,1
val,crack,data\processed\val\crack\crack_0118.jpg,1
val,crack,data\processed\val\crack\crack_0234.jpg,1
val,crack,data\processed\val\crack\crack_0062.jpg,1
val,crack,data\processed\val\crack\crack_0186.jpg,1
val,crack,data\processed\val\crack\crack_0136.jpg,1
val,crack,data\processed\val\crack\crack_0043.jpg,1
val,crack,data\processed\val\crack\crack_0237.jpg,1
val,crack,data\processed\val\crack\crack_0155.jpg,1
val,crack,data\processed\val\crack\crack_0018.jpg,1
val,crack,data\processed\val\crack\crack_0165.jpg,1
val,crack,data\processed\val\crack\crack_0273.jpg,1
val,crack,data\processed\val\crack\crack_0179.jpg,1
val,crack,data\processed\val\crack\crack_0068.jpg,1
val,crack,data\processed\val\crack\crack_0171.jpg,1
val,crack,data\processed\val\crack\crack_0053.jpg,1
val,crack,data\processed\val\crack\crack_0090.jpg,1
val,crack,data\processed\val\crack\crack_0094.jpg,1
val,crack,data\processed\val\crack\crack_0041.jpg,1
val,crack,data\processed\val\crack\crack_0093.jpg,1
val,crack,data\processed\val\crack\crack_0213.jpg,1
val,crack,data\processed\val\crack\crack_0162.jpg,1
val,crack,data\processed\val\crack\crack_0116.jpg,1
val,crack,data\processed\val\crack\crack_0294.jpg,1
val,crack,data\processed\val\crack\crack_0097.jpg,1
val,crack,data\processed\val\crack\crack_0025.jpg,1
val,crack,data\processed\val\crack\crack_0221.jpg,1
val,crack,data\processed\val\crack\crack_0059.jpg,1
val,crack,data\processed\val\crack\crack_0218.jpg,1
val,crack,data\processed\val\crack\crack_0020.jpg,1
val,crack,data\processed\val\crack\crack_0074.jpg,1
val,crack,data\processed\val\crack\crack_0197.jpg,1
val,crack,data\processed\val\crack\crack_0058.jpg,1
val,crack,data\processed\val\crack\crack_0169.jpg,1
